module type_0,x_0,x_1,x_2,x_3,x_4,x_5,y_0,y_1,y_2,y_3,z_0,z_1,z_2,z_3,edge count_0,line length_0,area difference_0,total score_0,img_0,deformation average_0,deformation variance_0,strain energy_0
23,10,0.306,0.21,0.426,0.75,0.512,5,0.27,0.1,0.41,2,0.73,0.73,0.43,1600,13,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000014,0.007957,13.007957,1.850681,2.279898
23,0.000015,1.928778,2.533508,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.75,0.512,5,0.27,0.1,0.41,2,0.73,0.73,0.43,1600,11,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.007966,11.007966,1.928778,2.533508
23,0.000013,1.866792,2.230131,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.512,5,0.27,0.1,0.41,2,0.73,0.73,0.43,1600,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.009333,2.009333,1.866792,2.230131
23,0.000011,1.581582,1.453527,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,5,0.27,0.1,0.41,2,0.73,0.73,0.43,1600,5,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000011,0.009396,5.009396,1.581582,1.453527
23,0.000013,1.849541,1.9141,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.27,0.1,0.41,2,0.73,0.73,0.43,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.013752,1.013752,1.849541,1.9141
23,0.000013,1.883093,1.843381,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.44,0.1,0.41,2,0.73,0.73,0.43,1280,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.015645,0.015645,1.883093,1.843381
23,0.000013,1.856178,1.886659,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.73,0.73,0.43,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.014243,1.014243,1.856178,1.886659
23,0.000013,1.856178,1.886659,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.73,0.43,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.014243,1.014243,1.856178,1.886659
23,0.000013,1.856178,1.886659,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.43,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.014243,1.014243,1.856178,1.886659
23,0.000013,1.856178,1.886659,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.014243,1.014243,1.856178,1.886659
23,0,646405.6806,1.67E+08,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,960,96,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.014243,96.014243,646405.6806,1.67E+08
23,8.08E-06,1.305161,1.045244,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,2880,536,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.08E-06,0.014243,536.014243,1.305161,1.045244
23,0,646405.6806,1.67E+08,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,960,96,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.014243,96.014243,646405.6806,1.67E+08
23,0,1.06E+06,2.52E+08,,,,,,,,,,,,,,,,,,,
23,8,0.306,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,768,109,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.015744,109.015744,1.06E+06,2.52E+08
23,0,233934.8956,5.56E+08,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.21,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,768,130,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.021141,130.021141,233934.8956,5.56E+08
23,0,522965.2281,2.67E+09,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.337,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,768,138,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.020935,138.020935,522965.2281,2.67E+09
23,0,384987.1596,6.39E+07,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.276,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,768,125,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.018973,125.018973,384987.1596,6.39E+07
23,0,409005.4005,2.05E+08,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.361,4,0.44,0.44,0.41,2,0.4,0.5,0.6,768,115,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.016485,115.016485,409005.4005,2.05E+08
23,0,283172.895,5.05E+08,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.44,0.44,0.41,2,0.4,0.5,0.6,768,98,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.016332,98.016332,283172.895,5.05E+08
23,1.18E-11,2.13E+06,1.42E+09,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.44,0.41,2,0.4,0.5,0.6,768,87,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.18E-11,0.014481,87.014481,2.13E+06,1.42E+09
23,0,2.17E+06,3.66E+08,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.41,2,0.4,0.5,0.6,768,87,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.014495,87.014495,2.17E+06,3.66E+08
23,0,1.15E+06,8.23E+08,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.4,0.5,0.6,768,86,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.01408,86.01408,1.15E+06,8.23E+08
23,0,1.15E+06,8.23E+08,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.5,0.6,768,86,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.01408,86.01408,1.15E+06,8.23E+08
23,0,1.15E+06,8.23E+08,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.6,768,86,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.01408,86.01408,1.15E+06,8.23E+08
23,0,1.15E+06,8.23E+08,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,768,86,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.01408,86.01408,1.15E+06,8.23E+08
23,0,386608.7694,8.94E+07,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,4608,1546,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0,0.01408,1546.01408,386608.7694,8.94E+07
23,0.000021,2.648291,4.171466,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2048,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000021,0.01408,1.01408,2.648291,4.171466
23,0.000015,1.954568,2.154856,,,,,,,,,,,,,,,,,,,
23,10,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,24,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.012324,24.012324,1.954568,2.154856
23,0.000015,1.977282,2.248668,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,23,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.012101,23.012101,1.977282,2.248668
23,0.000016,2.10979,2.766786,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,10,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000016,0.011919,10.011919,2.10979,2.766786
23,0.000018,2.277687,3.32164,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,6,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000018,0.01226,6.01226,2.277687,3.32164
23,0.000015,1.990113,2.304434,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,22,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.01226,22.01226,1.990113,2.304434,
23,0.000016,2.10979,2.766786,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,10,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000016,0.011919,10.011919,2.10979,2.766786
23,0.000013,1.863748,1.834545,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,35,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.012479,35.012479,1.863748,1.834545,
23,0.000015,1.977282,2.248668,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,23,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.012101,23.012101,1.977282,2.248668
23,0.000014,1.889962,1.954144,,,,,,,,,,,,,,,,,,,
23,10,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,31,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000014,0.012015,31.012015,1.889962,1.954144,
23,0.000015,1.954568,2.154856,,,,,,,,,,,,,,,,,,,
23,10,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,24,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.012324,24.012324,1.954568,2.154856
23,None,1000,0,,,,,,,,,,,,,,,,,,,
23,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,32,1.00E+06,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,None,1,1.00E+06,1000,0,
23,0.000021,2.648291,4.171466,,,,,,,,,,,,,,,,,,,
23,8,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2048,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000021,0.01408,1.01408,2.648291,4.171466
23,None,1000,0,,,,,,,,,,,,,,,,,,,
23,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,32,1.00E+06,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,None,1,1.00E+06,1000,0,
23,0.000015,1.954568,2.154856,,,,,,,,,,,,,,,,,,,
23,10,0.792,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,24,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.012324,24.012324,1.954568,2.154856
23,0.000014,1.889962,1.954144,,,,,,,,,,,,,,,,,,,
23,10,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,31,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000014,0.012015,31.012015,1.889962,1.954144,
23,0.000015,1.977282,2.248668,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.569,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,23,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.012101,23.012101,1.977282,2.248668
23,0.000013,1.863748,1.834545,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,35,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.012479,35.012479,1.863748,1.834545,
23,0.000016,2.10979,2.766786,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.629,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,10,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000016,0.011919,10.011919,2.10979,2.766786
23,0.000015,1.990113,2.304434,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,22,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.01226,22.01226,1.990113,2.304434,
23,0.000018,2.277687,3.32164,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.722,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,6,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000018,0.01226,6.01226,2.277687,3.32164
23,0.000018,2.268671,3.244134,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.544,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,7,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000018,0.012452,7.012452,2.268671,3.244134
23,0.000017,2.20442,3.008994,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.506,4,0.15,0.38,0.73,2,0.71,0.25,0.66,2560,10,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.012478,10.012478,2.20442,3.008994
23,0.000017,2.17473,2.604368,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.506,4,0.45,0.38,0.73,2,0.71,0.25,0.66,2560,3,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.013681,3.013681,2.17473,2.604368
23,0.000017,2.175294,2.515421,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.71,0.25,0.66,2560,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.014325,2.014325,2.175294,2.515421
23,0.000017,2.175294,2.515421,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.25,0.66,2560,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.014325,2.014325,2.175294,2.515421
23,0.000017,2.175294,2.515421,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.66,2560,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.014325,2.014325,2.175294,2.515421
23,0.000017,2.175294,2.515421,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,2560,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.014325,2.014325,2.175294,2.515421
23,0.000012,1.802077,1.760466,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,1280,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000012,0.014325,2.014325,1.802077,1.760466
23,9.85E-06,1.475068,1.1583,,,,,,,,,,,,,,,,,,,
23,10,0.724,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,640,25,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,9.85E-06,0.014325,25.014325,1.475068,1.1583
23,0.000015,2.010656,2.34413,,,,,,,,,,,,,,,,,,,
23,8,0.724,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,512,36,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.016069,36.016069,2.010656,2.34413
23,0.000015,2.0286,2.437296,,,,,,,,,,,,,,,,,,,
23,8,0.67,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,512,31,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.015715,31.015715,2.0286,2.437296
23,7.61E-06,1.205256,0.742495,,,,,,,,,,,,,,,,,,,
23,12,0.67,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,768,20,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,7.61E-06,0.013123,20.013123,1.205256,0.742495
23,9.10E-06,1.34731,1.029891,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.369,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,768,9,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,9.10E-06,0.011913,9.011913,1.34731,1.029891
23,8.70E-06,1.303696,0.947334,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.407,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,768,7,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.70E-06,0.011966,7.011966,1.303696,0.947334
23,7.26E-06,1.140095,0.674408,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.668,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,768,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,7.26E-06,0.012047,4.012047,1.140095,0.674408
23,7.78E-06,1.17215,0.72619,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.506,4,0.45,0.38,0.55,2,0.22,0.14,0.46,768,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,7.78E-06,0.011788,4.011788,1.17215,0.72619
23,8.22E-06,1.226766,0.807137,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,4,0.45,0.38,0.55,2,0.22,0.14,0.46,768,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.22E-06,0.011849,4.011849,1.226766,0.807137
23,5.11E-06,0.90256,0.451178,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.45,0.38,0.55,2,0.22,0.14,0.46,1344,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.11E-06,0.003406,0.003406,0.90256,0.451178
23,5.19E-06,0.904665,0.443116,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.67,0.38,0.55,2,0.22,0.14,0.46,1344,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.19E-06,0.004172,0.004172,0.904665,0.443116
23,5.23E-06,0.912447,0.445867,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.67,0.18,0.55,2,0.22,0.14,0.46,1344,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.23E-06,0.004943,2.004943,0.912447,0.445867
23,5.19E-06,0.904784,0.443018,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.67,0.18,0.67,2,0.22,0.14,0.46,1344,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.19E-06,0.004527,0.004527,0.904784,0.443018
23,0.000017,2.119035,2.52377,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.67,0.18,0.67,3,0.22,0.14,0.46,2016,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.004527,0.004527,2.119035,2.52377
23,0.000018,2.178162,2.661469,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.67,0.18,0.67,3,0.83,0.14,0.46,2016,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000018,0.004527,1.004527,2.178162,2.661469
23,0.000018,2.154646,2.607253,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.67,0.18,0.67,3,0.83,0.56,0.46,2016,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000018,0.004527,0.004527,2.154646,2.607253
23,0.000019,2.246723,2.820579,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.67,0.18,0.67,3,0.83,0.56,0.08,2016,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000019,0.004527,2.004527,2.246723,2.820579
23,4.79E-06,0.846147,0.403868,,,,,,,,,,,,,,,,,,,
23,12,0.091,0.435,0.888,0.979,0.588,7,0.67,0.18,0.67,3,0.83,0.56,0.08,11088,324,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.79E-06,0.004527,324.004527,0.846147,0.403868
23,5.03E-06,0.898742,0.463328,,,,,,,,,,,,,,,,,,,
23,11,0.091,0.435,0.888,0.979,0.588,7,0.67,0.18,0.67,3,0.83,0.56,0.08,10164,313,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.03E-06,0.004756,313.004756,0.898742,0.463328
23,4.85E-06,0.859491,0.425369,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.435,0.888,0.979,0.588,7,0.67,0.18,0.67,3,0.83,0.56,0.08,10164,308,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.85E-06,0.004832,308.004832,0.859491,0.425369
23,4.57E-06,0.810664,0.360651,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.888,0.979,0.588,7,0.67,0.18,0.67,3,0.83,0.56,0.08,10164,322,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.57E-06,0.005163,322.005163,0.810664,0.360651
23,4.53E-06,0.805985,0.355257,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.979,0.588,7,0.67,0.18,0.67,3,0.83,0.56,0.08,10164,324,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.53E-06,0.005139,324.005139,0.805985,0.355257
23,4.50E-06,0.802668,0.35042,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.588,7,0.67,0.18,0.67,3,0.83,0.56,0.08,10164,324,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.50E-06,0.005271,324.005271,0.802668,0.35042
23,4.15E-06,0.680025,0.233451,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,7,0.67,0.18,0.67,3,0.83,0.56,0.08,10164,294,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.15E-06,0.00522,294.00522,0.680025,0.233451
23,4.51E-06,0.722304,0.265797,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,6,0.67,0.18,0.67,3,0.83,0.56,0.08,8712,188,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.51E-06,0.006962,188.006962,0.722304,0.265797
23,5.29E-06,0.798664,0.356537,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,6,0.12,0.18,0.67,3,0.83,0.56,0.08,8712,100,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.29E-06,0.004876,100.004876,0.798664,0.356537
23,5.25E-06,0.78986,0.345475,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,6,0.12,0.64,0.67,3,0.83,0.56,0.08,8712,100,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.25E-06,0.00493,100.00493,0.78986,0.345475
23,5.12E-06,0.77332,0.327932,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.56,0.08,8712,118,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.12E-06,0.004877,118.004877,0.77332,0.327932
23,5.17E-06,0.778666,0.33296,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.08,8712,80,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.17E-06,0.004877,80.004877,0.778666,0.33296
23,5.14E-06,0.775872,0.330331,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.01,8712,102,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.14E-06,0.004877,102.004877,0.775872,0.330331
23,0.00001,1.300725,0.843959,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.01,4752,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.00001,0.004877,2.004877,1.300725,0.843959
23,2.37E-06,0.49804,0.127256,,,,,,,,,,,,,,,,,,,
23,11,0.398,0.879,0.965,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.01,2376,48,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.37E-06,0.004877,48.004877,0.49804,0.127256
23,2.44E-06,0.580995,0.181497,,,,,,,,,,,,,,,,,,,
23,9,0.398,0.879,0.965,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.01,1944,40,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.44E-06,0.005844,40.005844,0.580995,0.181497
23,2.48E-06,0.583911,0.181565,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.879,0.965,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.01,1944,40,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.48E-06,0.005697,40.005697,0.583911,0.181565
23,2.68E-06,0.62092,0.211185,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.965,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.01,1944,34,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.68E-06,0.004928,34.004928,0.62092,0.211185
23,2.82E-06,0.679614,0.2787,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.878,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.01,1944,46,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.82E-06,0.004966,46.004966,0.679614,0.2787
23,2.86E-06,0.68174,0.280025,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.177,6,0.12,0.64,0.41,3,0.83,0.83,0.01,1944,54,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.86E-06,0.004742,54.004742,0.68174,0.280025
23,3.17E-06,0.775097,0.375256,,,,,,,,,,,,,,,,,,,
